Data;Último;Abertura;Máxima;Mínima;Vol.;Var%
18/01/2019;96097;95386;96396;95386;5,04M;0,0078
21/01/2019;96010;96093;96093;94863;2,80M;-0,0009
22/01/2019;95103;96008;96070;94662;4,39M;-0,0094
23/01/2019;96558;95116;96576;95116;5,20M;0,0153
24/01/2019;97677;96558;97677;96558;5,17M;0,0116
28/01/2019;95444;97674;97937;94783;7,41M;-0,0229
29/01/2019;95639;95508;96751;95508;5,42M;0,002
30/01/2019;96996;95643;97107;95643;6,36M;0,0142
31/01/2019;97394;96996;98405;96996;6,16M;0,0041
01/02/2019;97861;97395;98044;96990;4,43M;0,0048
04/02/2019;98589;97861;98589;96901;4,41M;0,0074
05/02/2019;98311;98587;98587;97596;4,92M;-0,0028
06/02/2019;94636;98308;98308;94636;5,63M;-0,0374
07/02/2019;94406;94654;95642;93507;5,79M;-0,0024
08/02/2019;95343;94401;95486;93424;5,47M;0,0099
11/02/2019;94413;95351;95499;93737;3,88M;-0,0098
12/02/2019;96168;94420;96571;94420;5,07M;0,0186
13/02/2019;95842;96169;96804;95389;5,99M;-0,0034
14/02/2019;98015;95843;98019;94915;5,38M;0,0227
15/02/2019;97526;98015;98238;97083;4,73M;-0,005
18/02/2019;96510;97527;97527;96239;2,92M;-0,0104
19/02/2019;97659;96513;98185;96513;4,98M;0,0119
20/02/2019;96545;97661;98544;96545;6,09M;-0,0114
21/02/2019;96932;96546;97231;95793;5,99M;0,004
22/02/2019;97886;96929;97887;96929;4,56M;0,0098
25/02/2019;97240;97881;98190;97087;4,49M;-0,0066
26/02/2019;97603;97242;97904;97235;3,66M;0,0037
27/02/2019;97307;97603;97782;96886;3,99M;-0,003
28/02/2019;95584;97307;97528;95364;5,53M;-0,0177
01/03/2019;94604;95584;96113;94394;4,18M;-0,0103
06/03/2019;94217;94604;94889;93945;2,80M;-0,0041
07/03/2019;94340;94216;94532;93729;4,23M;0,0013
08/03/2019;95365;94340;95476;93305;4,18M;0,0109
11/03/2019;98027;95384;98027;95384;4,38M;0,0279
12/03/2019;97828;98038;98150;97267;3,95M;-0,002
13/03/2019;98904;97831;99267;97464;4,96M;0,011
14/03/2019;98605;98905;99036;97776;3,70M;-0,003
15/03/2019;99137;98605;99393;98597;5,30M;0,0054
18/03/2019;99994;99141;100038;99141;4,33M;0,0086
19/03/2019;99588;99991;100439;99373;5,39M;-0,0041
20/03/2019;98041;99588;99708;97981;4,78M;-0,0155
21/03/2019;96729;98041;98046;95456;5,49M;-0,0134
22/03/2019;93735;96725;96725;93380;6,19M;-0,031
25/03/2019;93662;93735;94384;93103;4,65M;-0,0008
26/03/2019;95307;93668;95525;93668;4,80M;0,0176
27/03/2019;91903;95297;95297;91903;5,90M;-0,0357
28/03/2019;94389;91901;94854;91584;5,35M;0,027
29/03/2019;95415;94402;95863;94402;4,82M;0,0109
01/04/2019;96054;95423;96752;95423;3,87M;0,0067
02/04/2019;95387;96062;96690;94825;3,83M;-0,007
03/04/2019;94491;95392;96442;94124;4,44M;-0,0094
04/04/2019;96313;94503;96394;94334;4,21M;0,0193
05/04/2019;97108;96319;97493;96152;3,80M;0,0083
08/04/2019;97369;97110;97610;96743;3,54M;0,0027
09/04/2019;96292;97366;97366;95488;3,85M;-0,0111
10/04/2019;95953;96292;96902;95670;4,72M;-0,0035
11/04/2019;94755;95954;95954;94173;3,64M;-0,0125
12/04/2019;92875;94747;94768;92516;6,93M;-0,0198
15/04/2019;93083;92875;93723;92697;4,77M;0,0022
16/04/2019;94333;93082;95062;92879;4,72M;0,0134
17/04/2019;93285;94337;95042;92338;6,66M;-0,0111
18/04/2019;94578;93285;95140;93285;5,09M;0,0139
22/04/2019;94588;94578;95038;93721;3,27M;0,0001
23/04/2019;95923;94590;96315;94590;4,44M;0,0141
24/04/2019;95045;95923;95923;94163;4,80M;-0,0092
25/04/2019;96552;95027;96552;94213;5,03M;0,0159
26/04/2019;96236;96552;96563;95620;3,88M;-0,0033
29/04/2019;96188;96254;97123;96004;3,33M;-0,0005
30/04/2019;96353;96191;96707;95613;4,36M;0,0017
02/05/2019;95528;96339;96339;95312;3,98M;-0,0086
03/05/2019;96008;95521;96315;95521;4,14M;0,005
06/05/2019;95009;95992;95992;94540;3,32M;-0,0104
07/05/2019;94389;95009;95009;92750;5,06M;-0,0065
08/05/2019;95597;94389;96312;94389;5,07M;0,0128
09/05/2019;94808;95597;95597;93883;4,28M;-0,0083
10/05/2019;94258;94809;94848;93234;4,22M;-0,0058
13/05/2019;91727;94252;94252;91600;4,81M;-0,0269
14/05/2019;92092;91736;92529;91562;4,17M;0,004
15/05/2019;91623;92088;92088;90295;4,94M;-0,0051
16/05/2019;90024;91622;91622;89778;5,74M;-0,0175
17/05/2019;89993;90023;91321;89409;5,51M;-0,0004
20/05/2019;91946;90006;92117;89822;4,76M;0,0217
21/05/2019;94485;91946;94573;91946;5,56M;0,0276
22/05/2019;94361;94485;95212;93883;4,36M;-0,0013
23/05/2019;93910;94360;94547;93300;3,90M;-0,0048
24/05/2019;93628;93912;94900;93545;3,59M;-0,003
27/05/2019;94864;93626;95444;93626;2,62M;0,0132
28/05/2019;96393;94863;96552;94707;6,58M;0,0161
29/05/2019;96567;96389;96986;95690;4,70M;0,0018
30/05/2019;97457;96566;97939;96511;4,53M;0,0092
31/05/2019;97030;97420;97992;96792;5,25M;-0,0044
03/06/2019;97020;97036;97757;96430;4,69M;-0,0001
04/06/2019;97380;97020;97723;96593;4,43M;0,0037
05/06/2019;95999;97381;97686;95686;3,89M;-0,0142
06/06/2019;97205;96002;97462;96002;4,18M;0,0126
07/06/2019;97821;97205;98326;97205;3,83M;0,0063
10/06/2019;97467;97828;97856;96782;3,69M;-0,0036
11/06/2019;98960;97467;98985;97467;5,08M;0,0153
12/06/2019;98321;98960;99240;97831;5,10M;-0,0065
13/06/2019;98774;98321;99364;98321;5,77M;0,0046
14/06/2019;98040;98776;98981;97601;9,47M;-0,0074
17/06/2019;97623;98038;98439;97623;4,05M;-0,0043
18/06/2019;99404;97633;99412;97633;4,66M;0,0182
19/06/2019;100303;99403;100327;98978;4,55M;0,009
21/06/2019;102013;100305;102100;100305;5,66M;0,017
24/06/2019;102062;102018;102617;101589;3,67M;0,0005
25/06/2019;100093;102061;102061;99890;4,61M;-0,0193
26/06/2019;100689;100095;101126;100095;5,17M;0,006
27/06/2019;100724;100689;101025;99421;4,28M;0,0004
28/06/2019;100967;100726;101563;100726;4,21M;0,0024
01/07/2019;101340;100973;102432;100973;424,32K;0,0037
02/07/2019;100605;101342;101565;100073;5,10M;-0,0072
03/07/2019;102043;100576;102177;100451;4,95M;0,0143
04/07/2019;103636;102047;104022;102047;4,10M;0,0156
05/07/2019;104089;103628;104176;102622;4,34M;0,0044
08/07/2019;104530;104090;104679;103988;3,61M;0,0042
10/07/2019;105817;104537;106650;104537;7,03M;0,0123
11/07/2019;105146;105818;105886;104814;5,00M;-0,0063
12/07/2019;103906;105158;105731;103903;4,89M;-0,0118
15/07/2019;103803;103909;104578;103495;4,12M;-0,001
16/07/2019;103775;103805;104440;103361;4,61M;-0,0003
17/07/2019;103856;103775;104453;103712;3,94M;0,0008
18/07/2019;104717;103859;104773;103859;4,55M;0,0083
19/07/2019;103452;104716;104723;103388;3,59M;-0,0121
22/07/2019;103949;103452;104278;103452;3,57M;0,0048
23/07/2019;103704;103949;104430;103518;4,18M;-0,0024
24/07/2019;104120;103707;104570;103707;5,02M;0,004
25/07/2019;102655;104119;104440;102390;5,98M;-0,0141
26/07/2019;102819;102654;103209;102196;5,30M;0,0016
29/07/2019;103483;102817;103483;102461;3,67M;0,0065
30/07/2019;102933;103483;103555;102596;4,19M;-0,0053
31/07/2019;101812;102946;103129;100950;5,23M;-0,0109
01/08/2019;102126;101819;104056;101819;7,35M;0,0031
02/08/2019;102674;102122;103180;101667;5,08M;0,0054
05/08/2019;100098;102658;102658;99630;5,16M;-0,0251
06/08/2019;102164;100098;102178;100098;5,23M;0,0206
07/08/2019;102782;102163;102784;100476;5,74M;0,0061
08/08/2019;104115;102782;104282;102782;5,71M;0,013
09/08/2019;103996;104102;104848;103547;4,69M;-0,0011
12/08/2019;101915;103946;103946;101621;4,51M;-0,02
13/08/2019;103299;101912;103778;101414;5,20M;0,0136
14/08/2019;100258;103270;103270;99955;6,49M;-0,0294
15/08/2019;99057;100262;101014;98200;6,59M;-0,012
16/08/2019;99806;99059;100567;99059;5,48M;0,0076
19/08/2019;99469;99810;100948;98908;4,92M;-0,0034
20/08/2019;99222;99472;99665;98002;5,24M;-0,0025
21/08/2019;101202;99227;101240;99221;5,97M;0,02
22/08/2019;100011;101209;101469;100011;4,50M;-0,0118
23/08/2019;97667;100007;100025;97085;5,67M;-0,0234
26/08/2019;96430;97687;98436;95961;4,14M;-0,0127
27/08/2019;97276;96434;97951;95855;6,58M;0,0088
28/08/2019;98194;97273;98346;96557;4,35M;0,0094
29/08/2019;100524;98194;100684;98194;5,16M;0,0237
30/08/2019;101135;100526;101551;100526;6,11M;0,0061
02/09/2019;100626;101133;101611;100626;2,69M;-0,005
03/09/2019;99681;100626;101417;99406;4,33M;-0,0094
04/09/2019;101201;99706;101201;99706;4,31M;0,0152
05/09/2019;102243;101204;103258;101204;4,81M;0,0103
06/09/2019;102935;102247;103182;102246;3,98M;0,0068
09/09/2019;103181;102937;104260;102793;5,52M;0,0024
10/09/2019;103032;103180;103503;102231;5,48M;-0,0014
11/09/2019;103446;103036;104156;103036;4,88M;0,004
12/09/2019;104371;103453;104618;103453;4,96M;0,0089
13/09/2019;103501;104371;104699;103275;4,04M;-0,0083
16/09/2019;103680;103496;104005;102782;6,04M;0,0017
17/09/2019;104617;103680;104619;103079;4,57M;0,009
18/09/2019;104532;104616;104762;103684;3,88M;-0,0008
19/09/2019;104339;104555;106001;104286;4,92M;-0,0018
20/09/2019;104817;104339;105045;103914;6,77M;0,0046
23/09/2019;104638;104817;104817;104020;6,77M;-0,0017
24/09/2019;103876;104638;104893;103504;3,97M;-0,0073
25/09/2019;104481;103857;104481;103034;4,12M;0,0058
26/09/2019;105319;104485;105342;104337;4,14M;0,008
27/09/2019;105078;105319;105633;104506;3,47M;-0,0023
30/09/2019;104745;105077;105178;104638;3,90M;-0,0032
01/10/2019;104053;104745;105121;103837;4,10M;-0,0066
02/10/2019;101031;104049;104049;100944;5,07M;-0,029
03/10/2019;101516;101031;101560;99826;4,67M;0,0048
04/10/2019;102551;101516;102580;101057;4,65M;0,0102
07/10/2019;100573;102546;102546;100542;3,94M;-0,0193
08/10/2019;99981;100565;101296;99868;4,34M;-0,0059
09/10/2019;101249;100005;101567;100005;3,94M;0,0127
10/10/2019;101817;101244;102483;101152;4,37M;0,0056
11/10/2019;103832;101819;104381;101819;4,35M;0,0198
14/10/2019;104302;103834;104305;103438;2,99M;0,0045
15/10/2019;104490;104299;105048;104052;4,09M;0,0018
16/10/2019;105423;104486;105462;103521;4,51M;0,0089
17/10/2019;105016;105389;105891;104827;4,19M;-0,0039
18/10/2019;104729;105012;105464;104525;4,48M;-0,0027
21/10/2019;106022;104729;106027;104696;3,50M;0,0123
22/10/2019;107381;106023;107421;105927;5,22M;0,0128
23/10/2019;107544;107381;107959;107041;4,66M;0,0015
24/10/2019;106986;107553;107744;106593;5,62M;-0,0052
25/10/2019;107364;106990;108083;106990;5,40M;0,0035
28/10/2019;108187;107366;108393;107362;3,97M;0,0077
29/10/2019;107556;108189;108195;107313;4,31M;-0,0058
30/10/2019;108408;107557;108408;106622;5,45M;0,0079
31/10/2019;107220;108403;108403;106356;5,38M;-0,011
01/11/2019;108196;107221;108496;107220;5,47M;0,0091
04/11/2019;108779;108196;109352;108196;5,18M;0,0054
05/11/2019;108719;108779;109343;108253;5,66M;-0,0006
06/11/2019;108360;108719;109633;107446;5,51M;-0,0033
07/11/2019;109581;108360;109672;108360;6,08M;0,0113
08/11/2019;107629;109572;109572;107127;5,42M;-0,0178
11/11/2019;108367;107622;108367;106814;3,93M;0,0069
12/11/2019;106751;108368;108368;106232;5,22M;-0,0149
13/11/2019;106060;106751;106786;105261;5,34M;-0,0065
14/11/2019;106557;106052;106758;105820;5,36M;0,0047
18/11/2019;106269;106566;107519;106246;4,92M;-0,0027
19/11/2019;105864;106269;106950;105367;3,61M;-0,0038
21/11/2019;107497;105866;107497;105864;5,82M;0,0154
22/11/2019;108692;107497;108692;107157;4,80M;0,0111
25/11/2019;108424;108692;108915;108080;4,51M;-0,0025
26/11/2019;107059;108424;108424;106414;6,90M;-0,0126
27/11/2019;107708;107059;107991;106312;4,42M;0,0061
28/11/2019;108290;107708;108333;107148;3,67M;0,0054
29/11/2019;108233;108290;108708;107759;4,19M;-0,0005
02/12/2019;108928;108233;109279;108233;4,71M;0,0064
03/12/2019;108956;108931;109198;108190;5,22M;0,0003
04/12/2019;110301;108962;110301;108962;4,89M;0,0123
05/12/2019;110622;110297;111073;110008;4,40M;0,0029
06/12/2019;111126;110623;111430;110623;4,97M;0,0046
09/12/2019;110977;111125;111453;110870;4,99M;-0,0013
10/12/2019;110672;110973;111184;110133;4,76M;-0,0028
11/12/2019;110964;110672;111227;110530;5,15M;0,0026
12/12/2019;112200;110963;112445;110963;5,68M;0,0111
13/12/2019;112565;112205;112829;111780;7,71M;0,0033
16/12/2019;111896;112565;113197;111896;6,08M;-0,0059
17/12/2019;112616;111897;112695;111897;5,35M;0,0064
18/12/2019;114315;112618;114339;112300;7,94M;0,0151
19/12/2019;115131;114313;115132;113712;5,78M;0,0071
20/12/2019;115121;115133;115171;114526;6,89M;-0,0001
23/12/2019;115863;115119;115863;114964;4,00M;0,0064
26/12/2019;117203;115864;117220;115673;3,79M;0,0116
27/12/2019;116534;117205;117803;115995;3,91M;-0,0057
30/12/2019;115645;116530;117086;115599;3,67M;-0,0076
02/01/2020;118573;115652;118573;115649;5,16M;0,0253
03/01/2020;117707;118564;118792;117341;6,83M;-0,0073
06/01/2020;116878;117707;117707;116269;6,57M;-0,007
07/01/2020;116662;116872;117076;115965;4,85M;-0,0018
08/01/2020;116247;116667;117335;115693;5,91M;-0,0036
09/01/2020;115947;116248;116820;115411;5,95M;-0,0026
10/01/2020;115503;115948;116745;114952;4,78M;-0,0038
13/01/2020;117325;115503;117333;115503;5,69M;0,0158
14/01/2020;117632;117325;117705;116610;5,36M;0,0026
15/01/2020;116414;117632;117632;116188;5,57M;-0,0104
16/01/2020;116704;116415;117106;115961;5,42M;0,0025
17/01/2020;118478;116710;118479;116710;4,95M;0,0152
20/01/2020;118862;118478;118862;117928;3,84M;0,0032
21/01/2020;117026;118861;118861;117026;5,09M;-0,0154
22/01/2020;118391;117035;118401;117035;5,77M;0,0117
23/01/2020;119528;118391;119535;116906;6,57M;0,0096
24/01/2020;118376;119528;119593;118108;4,78M;-0,0096
27/01/2020;114482;118347;118347;114376;6,10M;-0,0329
28/01/2020;116479;114482;116797;114475;5,23M;0,0174
29/01/2020;115385;116494;117171;115164;5,10M;-0,0094
30/01/2020;115528;115375;115528;112825;6,32M;0,0012
31/01/2020;113761;115518;115518;113148;6,22M;-0,0153
03/02/2020;114629;113761;115299;113467;5,51M;0,0076
04/02/2020;115557;114631;116556;114631;5,83M;0,0081
05/02/2020;116028;115563;117701;115562;7,17M;0,0041
06/02/2020;115190;116033;117382;114723;7,38M;-0,0072
07/02/2020;113770;115190;115190;113769;6,59M;-0,0123
10/02/2020;112570;113771;114176;112134;7,49M;-0,0105
11/02/2020;115371;112574;115576;112574;6,77M;0,0249
12/02/2020;116674;115371;117581;115371;8,16M;0,0113
13/02/2020;115662;116660;116660;114801;5,64M;-0,0087
14/02/2020;114381;115663;115663;114132;5,34M;-0,0111
17/02/2020;115309;114381;115696;114381;4,36M;0,0081
18/02/2020;114977;115309;115309;113532;5,55M;-0,0029
19/02/2020;116518;114982;116545;114774;6,33M;0,0134
20/02/2020;114586;116518;116552;114379;6,79M;-0,0166
21/02/2020;113681;114585;114585;112661;5,90M;-0,0079
26/02/2020;105718;113647;113647;105053;9,37M;-0,07
27/02/2020;102984;105711;106656;102984;11,24M;-0,0259
28/02/2020;104172;102984;104172;99951;11,23M;0,0115
02/03/2020;106625;104260;107220;103779;8,86M;0,0236
03/03/2020;105537;106630;108804;104405;9,39M;-0,0102
04/03/2020;107224;105540;107809;105042;8,41M;0,016
05/03/2020;102233;107217;107217;100536;8,60M;-0,0465
06/03/2020;97997;102231;102231;96886;11,86M;-0,0414
09/03/2020;86067;97982;97982;85880;14,65M;-0,1217
10/03/2020;92214;86071;92230;86071;13,53M;0,0714
11/03/2020;85171;92202;92202;80796;11,79M;-0,0764
12/03/2020;72583;85103;85103;68488;12,01M;-0,1478
13/03/2020;82678;72621;83758;72621;15,77M;0,1391
16/03/2020;71168;82565;82565;70855;12,85M;-0,1392
17/03/2020;74617;71178;77255;70783;14,95M;0,0485
18/03/2020;66895;74576;74576;63547;16,75M;-0,1035
19/03/2020;68332;66883;70071;61691;16,14M;0,0215
20/03/2020;67069;68344;72247;66120;15,15M;-0,0185
23/03/2020;63570;67067;67604;62161;11,96M;-0,0522
24/03/2020;69729;63604;71535;63604;11,68M;0,0969
25/03/2020;74956;69727;76714;69360;12,95M;0,075
26/03/2020;77710;74956;78846;74923;12,76M;0,0367
27/03/2020;73429;77708;77708;73057;10,30M;-0,0551
30/03/2020;74639;73431;75430;73184;9,03M;0,0165
31/03/2020;73020;74629;75511;72385;11,14M;-0,0217
01/04/2020;70967;73011;73011;69569;10,09M;-0,0281
02/04/2020;72253;70969;73861;70957;10,54M;0,0181
03/04/2020;69538;72241;72241;67802;10,41M;-0,0376
06/04/2020;74073;69556;75260;69556;9,69M;0,0652
07/04/2020;76358;74078;79855;74078;11,29M;0,0308
08/04/2020;78625;76335;79058;76115;10,21M;0,0297
09/04/2020;77682;78640;80428;77457;10,75M;-0,012
13/04/2020;78836;77682;78836;76405;7,65M;0,0149
14/04/2020;79918;78848;81668;78848;8,59M;0,0137
15/04/2020;78831;79911;80035;77546;9,76M;-0,0136
16/04/2020;77812;78837;80167;77452;9,03M;-0,0129
17/04/2020;78990;77817;79846;77754;8,32M;0,0151
20/04/2020;78973;78989;80106;76943;8,87M;-0,0002
22/04/2020;80687;78973;81184;78973;9,85M;0,0217
23/04/2020;79673;80690;81934;78622;10,82M;-0,0126
24/04/2020;75331;79667;79667;72041;16,53M;-0,0545
27/04/2020;78239;75334;78563;75327;10,66M;0,0386
28/04/2020;81312;78243;81427;78243;12,94M;0,0393
29/04/2020;83171;81313;83598;81313;11,72M;0,0229
30/04/2020;80506;83169;83169;80168;11,80M;-0,032
04/05/2020;78876;80501;80502;77640;8,59M;-0,0202
05/05/2020;79471;78887;81066;78886;9,15M;0,0075
06/05/2020;79064;79473;79996;78056;9,78M;-0,0051
07/05/2020;78119;79072;80061;78061;13,81M;-0,012
08/05/2020;80263;78152;80557;78152;10,73M;0,0275
11/05/2020;79065;80263;80723;78994;9,78M;-0,0149
12/05/2020;77872;79065;80344;77872;10,25M;-0,0151
13/05/2020;77772;77877;78911;77152;11,58M;-0,0013
14/05/2020;79011;77770;79011;75697;13,82M;0,0159
15/05/2020;77557;79011;79538;77426;11,72M;-0,0184
18/05/2020;81194;77576;81420;77571;11,53M;0,0469
19/05/2020;80742;81197;82175;80647;10,74M;-0,0056
20/05/2020;81319;80747;82290;80740;9,52M;0,0071
21/05/2020;83027;81320;83309;81317;11,40M;0,021
22/05/2020;82173;83027;83027;81669;9,28M;-0,0103
25/05/2020;85663;82198;85876;82193;8,76M;0,0425
26/05/2020;85469;85668;87333;85396;12,03M;-0,0023
27/05/2020;87946;85468;87946;85468;11,21M;0,029
28/05/2020;86949;87946;88091;86767;10,12M;-0,0113
29/05/2020;87403;86951;87410;85384;16,55M;0,0052
01/06/2020;88620;87395;89019;86837;9,85M;0,0139
02/06/2020;91046;88622;91046;88622;11,83M;0,0274
03/06/2020;93002;91048;93710;91048;15,14M;0,0215
04/06/2020;93829;92993;94132;92221;11,49M;0,0089
05/06/2020;94637;93839;97356;93839;13,32M;0,0086
08/06/2020;97645;94640;97693;94635;11,10M;0,0318
09/06/2020;96747;97644;97644;95386;11,29M;-0,0092
10/06/2020;94686;96747;97646;94665;11,74M;-0,0213
12/06/2020;92795;94677;94703;90811;12,79M;-0,02
15/06/2020;92376;92780;93112;90148;13,32M;-0,0045
16/06/2020;93531;92387;95216;92387;12,03M;0,0125
17/06/2020;95547;93531;96611;93531;11,13M;0,0216
18/06/2020;96125;95547;97110;94698;10,01M;0,006
19/06/2020;96572;96138;97540;95874;13,13M;0,0046
22/06/2020;95336;96572;96870;94869;8,26M;-0,0128
23/06/2020;95975;95344;97486;95344;9,75M;0,0067
24/06/2020;94377;95974;95974;93259;9,96M;-0,0166
25/06/2020;95983;94382;96260;94152;8,70M;0,017
26/06/2020;93834;95979;95979;93514;8,44M;-0,0224
29/06/2020;95735;93837;95735;93825;8,91M;0,0203
30/06/2020;95056;95728;96257;94806;10,14M;-0,0071
01/07/2020;96203;95062;96852;95062;10,16M;0,0121
02/07/2020;96235;96206;97864;96052;10,06M;0,0003
03/07/2020;96765;96237;96765;95803;5,35M;0,0055
06/07/2020;98937;96776;99257;96768;9,49M;0,0224
07/07/2020;97761;98937;98938;97272;8,95M;-0,0119
08/07/2020;99770;97765;99973;97765;9,14M;0,0205
09/07/2020;99160;99770;100191;98861;9,47M;-0,0061
10/07/2020;100032;99160;100101;98739;9,15M;0,0088
13/07/2020;98697;100027;100858;98697;10,38M;-0,0133
14/07/2020;100440;98699;100632;98289;10,02M;0,0177
15/07/2020;101791;100444;102114;100444;9,29M;0,0134
16/07/2020;100553;101791;101792;100160;8,13M;-0,0122
17/07/2020;102888;100554;103017;100554;10,43M;0,0232
20/07/2020;104426;102888;104439;102744;8,93M;0,0149
21/07/2020;104310;104426;105449;103732;11,11M;-0,0011
22/07/2020;104290;104312;104980;103277;10,83M;-0,0002
23/07/2020;102293;104291;104949;102119;10,37M;-0,0191
24/07/2020;102382;102292;102694;100859;9,80M;0,0009
27/07/2020;104477;102381;104585;102381;9,62M;0,0205
28/07/2020;104109;104477;104663;103592;9,09M;-0,0035
29/07/2020;105605;104112;105704;104112;9,24M;0,0144
30/07/2020;105009;105605;105607;103920;9,59M;-0,0056
31/07/2020;102912;105010;105462;102642;12,93M;-0,02
03/08/2020;102830;102913;103863;102304;10,90M;-0,0008
04/08/2020;101216;102826;103012;100005;12,03M;-0,0157
05/08/2020;102802;101220;103763;101220;10,92M;0,0157
06/08/2020;104126;102795;104523;102795;9,69M;0,0129
07/08/2020;102776;104116;104126;101957;10,34M;-0,013
10/08/2020;103444;102776;103722;101282;8,26M;0,0065
11/08/2020;102174;103449;104409;102174;9,36M;-0,0123
12/08/2020;102118;102176;103116;100698;10,11M;-0,0006
13/08/2020;100461;102118;103237;100187;10,72M;-0,0162
14/08/2020;101353;100469;101717;100445;8,58M;0,0089
17/08/2020;99595;101348;101689;98513;10,82M;-0,0173
18/08/2020;102065;99597;102247;99597;9,42M;0,0248
19/08/2020;100854;102072;102334;100800;10,03M;-0,0119
20/08/2020;101468;100853;101749;99131;9,40M;0,0061
21/08/2020;101521;101460;101566;100412;9,10M;0,0005
24/08/2020;102298;101525;102515;101525;7,72M;0,0077
25/08/2020;102118;102293;102708;101623;8,19M;-0,0018
26/08/2020;100627;102119;102521;99359;9,86M;-0,0146
27/08/2020;100624;100625;101548;99857;7,36M;0
28/08/2020;102143;100631;102347;100631;7,67M;0,0151
31/08/2020;99369;102142;102142;99369;12,23M;-0,0272
01/09/2020;102168;99382;102238;99382;9,38M;0,0282
02/09/2020;101911;102168;102824;100872;7,56M;-0,0025
03/09/2020;100721;101911;103226;99751;12,61M;-0,0117
04/09/2020;101242;100733;101582;98961;11,33M;0,0052
08/09/2020;100050;101239;101239;99373;8,48M;-0,0118
09/09/2020;101292;100050;101578;100050;7,96M;0,0124
10/09/2020;98835;101291;101536;98687;8,89M;-0,0243
11/09/2020;98363;98839;99435;97758;9,11M;-0,0048
14/09/2020;100275;98367;100520;98367;8,18M;0,0194
15/09/2020;100298;100277;100949;99647;9,22M;0,0002
16/09/2020;99676;100299;100663;99663;7,14M;-0,0062
17/09/2020;100098;99674;100251;98562;7,86M;0,0042
18/09/2020;98290;100098;100102;98045;11,37M;-0,0181
21/09/2020;96991;98283;98283;95820;9,74M;-0,0132
22/09/2020;97294;96995;97684;96390;7,28M;0,0031
23/09/2020;95735;97294;97389;95728;8,83M;-0,016
24/09/2020;97012;95735;97955;95653;9,33M;0,0133
25/09/2020;96999;97011;97012;95632;7,35M;-0,0001
28/09/2020;94666;97005;98314;94371;10,51M;-0,0241
29/09/2020;93580;94665;95505;93408;8,74M;-0,0115
30/09/2020;94603;93586;95340;93584;9,49M;0,0109
01/10/2020;95479;94604;95486;93599;9,24M;0,0093
02/10/2020;94016;95475;95996;93897;8,58M;-0,0153
05/10/2020;96089;94019;96414;93984;8,62M;0,0221
06/10/2020;95615;96091;97405;95211;11,30M;-0,0049
07/10/2020;95526;95616;96380;94881;9,83M;-0,0009
08/10/2020;97920;95530;97938;95530;11,16M;0,0251
09/10/2020;97483;97924;98642;97161;10,81M;-0,0045
13/10/2020;98503;97483;98998;97336;7,87M;0,0105
14/10/2020;99334;98502;99571;98501;8,90M;0,0084
15/10/2020;99054;99328;99486;97778;8,34M;-0,0028
16/10/2020;98309;99054;99172;98309;7,84M;-0,0075
19/10/2020;98658;98310;99917;98310;9,93M;0,0035
20/10/2020;100540;98664;100722;98664;8,80M;0,0191
21/10/2020;100552;100541;101586;100149;8,66M;0,0001
22/10/2020;101918;100553;102020;100457;9,56M;0,0136
23/10/2020;101260;101918;102218;101188;7,56M;-0,0065
26/10/2020;101017;101260;101784;99762;8,07M;-0,0024
27/10/2020;99606;101017;101660;99414;8,67M;-0,014
28/10/2020;95369;99598;99598;95369;11,05M;-0,0425
29/10/2020;96582;95368;96688;93387;12,70M;0,0127
30/10/2020;93952;96579;96579;93559;10,64M;-0,0272
03/11/2020;95980;93968;96350;93968;10,19M;0,0216
04/11/2020;97867;95992;98296;95987;10,70M;0,0197
05/11/2020;100751;97873;100922;97872;10,46M;0,0295
06/11/2020;100925;100751;101104;99837;8,38M;0,0017
09/11/2020;103515;100954;105147;100954;17,41M;0,0257
10/11/2020;105067;103516;105758;103453;16,67M;0,015
11/11/2020;104809;105067;105462;104143;10,84M;-0,0025
12/11/2020;102507;104810;105019;102034;10,86M;-0,022
13/11/2020;104723;102509;104726;102509;9,77M;0,0216
16/11/2020;106430;104729;106518;104729;11,72M;0,0163
17/11/2020;107249;106430;107810;105847;10,31M;0,0077
18/11/2020;106119;107246;107467;106043;10,34M;-0,0105
19/11/2020;106670;106117;106973;105545;8,56M;0,0052
20/11/2020;106042;106670;106764;105680;7,10M;-0,0059
23/11/2020;107379;106050;107495;106050;9,69M;0,0126
24/11/2020;109786;107378;109956;107361;11,93M;0,0224
25/11/2020;110133;109786;110596;109315;8,56M;0,0032
26/11/2020;110227;110133;110245;109418;6,17M;0,0009
27/11/2020;110575;110229;111603;110161;8,79M;0,0032
30/11/2020;108893;110598;110934;108829;19,30M;-0,0152
01/12/2020;111400;108897;111840;108897;11,32M;0,023
02/12/2020;111879;111402;112315;110579;9,81M;0,0043
03/12/2020;112292;111874;113377;111874;11,47M;0,0037
04/12/2020;113750;112294;113864;112294;8,89M;0,013
07/12/2020;113590;113751;114531;112629;9,63M;-0,0014
08/12/2020;113793;113590;114381;112820;8,81M;0,0018
09/12/2020;113001;113799;114020;112567;8,43M;-0,007
10/12/2020;115129;113002;115262;112732;11,80M;0,0188
11/12/2020;115128;115128;115527;113949;8,37M;0
14/12/2020;114611;115137;115740;114431;8,19M;-0,0045
