Data;Último;Abertura;Máxima;Mínima;Vol.;Var%
15/12/2020;116149;114613;116390;114613;8,20M;0,0134
16/12/2020;117857;116149;118178;115496;9,81M;0,0147
17/12/2020;118401;117864;119027;117856;7,70M;0,0046
18/12/2020;118024;118395;119370;117638;8,64M;-0,0032
21/12/2020;115823;118021;118021;114730;10,35M;-0,0186
22/12/2020;116636;115825;116903;115648;6,95M;0,007
23/12/2020;117807;116636;118311;116636;6,48M;0,01
28/12/2020;119124;117806;119213;117805;7,17M;0,0112
29/12/2020;119409;119130;119861;118750;6,77M;0,0024
30/12/2020;119017;119410;120150;118919;8,24M;-0,0033
04/01/2021;118855;119024;120354;118062;8,74M;-0,0014
05/01/2021;119376;118835;119790;116756;9,26M;0,0044
06/01/2021;119100;119377;120924;118917;11,64M;-0,0023
07/01/2021;122386;119103;122697;119101;11,77M;0,0276
08/01/2021;125077;122387;125324;122386;11,09M;0,022
11/01/2021;123255;125075;125075;122506;9,54M;-0,0146
12/01/2021;123998;123255;124584;123227;8,95M;0,006
13/01/2021;121933;123996;124032;121016;10,29M;-0,0167
14/01/2021;123481;121947;123896;121947;8,97M;0,0127
15/01/2021;120349;123472;123472;120185;9,39M;-0,0254
18/01/2021;121242;120351;122586;120351;7,22M;0,0074
19/01/2021;120636;121250;122120;119257;7,89M;-0,005
20/01/2021;119646;120645;121449;118740;7,95M;-0,0082
21/01/2021;118329;119628;120243;117785;8,57M;-0,011
22/01/2021;117380;118318;118318;116109;9,37M;-0,008
26/01/2021;116464;117381;119167;116109;10,68M;-0,0078
27/01/2021;115882;116463;117840;114887;12,38M;-0,005
28/01/2021;118883;115882;119355;115734;12,07M;0,0259
29/01/2021;115068;118880;118880;114973;10,97M;-0,0321
01/02/2021;117518;115093;117862;115093;8,72M;0,0213
02/02/2021;118234;117520;119805;117519;11,63M;0,0061
03/02/2021;119725;118235;120210;118234;8,70M;0,0126
04/02/2021;119261;119728;120560;118918;8,10M;-0,0039
05/02/2021;120240;119261;121117;119261;8,21M;0,0082
08/02/2021;119696;120239;120844;119140;8,62M;-0,0045
09/02/2021;119472;119696;119975;118246;7,91M;-0,0019
10/02/2021;118435;119472;119738;117970;8,64M;-0,0087
11/02/2021;119300;118440;120283;118440;7,57M;0,0073
12/02/2021;119429;119300;119763;118163;7,66M;0,0011
17/02/2021;120356;119421;120597;118880;8,33M;0,0078
18/02/2021;119199;120361;120845;118515;10,72M;-0,0096
19/02/2021;118431;119199;119250;117867;10,40M;-0,0064
22/02/2021;112668;118388;118388;111650;21,77M;-0,0487
23/02/2021;115227;112676;115380;112667;15,17M;0,0227
24/02/2021;115668;115229;116208;114668;11,40M;0,0038
25/02/2021;112256;115668;116506;111764;12,47M;-0,0295
26/02/2021;110035;112260;113466;109827;14,62M;-0,0198
01/03/2021;110335;110036;112445;110036;11,24M;0,0027
02/03/2021;111540;110328;112428;107319;14,82M;0,0109
03/03/2021;111184;111529;112398;107466;15,14M;-0,0032
04/03/2021;112690;111191;114433;111163;14,22M;0,0135
05/03/2021;115202;112690;115504;112504;13,25M;0,0223
08/03/2021;110612;115202;115202;110268;13,70M;-0,0398
09/03/2021;111331;110611;112525;109343;12,14M;0,0065
10/03/2021;112776;111331;112928;109999;12,51M;0,013
11/03/2021;114984;112782;115127;112776;12,09M;0,0196
12/03/2021;114160;114984;114984;113253;8,11M;-0,0072
15/03/2021;114851;114093;114903;113635;8,22M;0,006
16/03/2021;114019;114845;114974;113370;7,80M;-0,0072
17/03/2021;116549;114018;116736;113428;9,43M;0,0222
18/03/2021;114835;116549;116751;114302;9,92M;-0,0147
19/03/2021;116222;114837;116446;114610;12,34M;0,0121
22/03/2021;114979;116222;116225;113620;8,16M;-0,0107
23/03/2021;113262;114977;115599;113062;8,30M;-0,0149
24/03/2021;112064;113272;114823;112064;9,83M;-0,0106
25/03/2021;113750;112065;114024;110927;10,31M;0,015
26/03/2021;114781;113750;115416;113305;8,66M;0,0091
29/03/2021;115419;114776;115553;114096;7,46M;0,0056
30/03/2021;116850;115414;117090;114999;8,14M;0,0124
31/03/2021;116634;116850;117249;115932;10,66M;-0,0018
01/04/2021;115253;116644;117088;114991;8,02M;-0,0118
05/04/2021;117518;115262;117668;115262;7,25M;0,0197
06/04/2021;117499;117519;118213;117176;6,80M;-0,0002
07/04/2021;117624;117499;118303;116748;8,54M;0,0011
08/04/2021;118313;117624;118850;117486;8,78M;0,0059
09/04/2021;117670;118313;118643;117336;7,74M;-0,0054
12/04/2021;118812;117661;118812;117661;7,00M;0,0097
13/04/2021;119297;118809;119529;118041;8,98M;0,0041
14/04/2021;120295;119298;120871;119298;10,08M;0,0084
15/04/2021;120701;120290;121409;120084;7,95M;0,0034
16/04/2021;121114;120701;121333;120199;7,95M;0,0034
19/04/2021;120934;121116;121974;120682;10,03M;-0,0015
20/04/2021;120062;120925;121354;119841;7,81M;-0,0072
22/04/2021;119371;120064;120995;119203;8,60M;-0,0058
23/04/2021;120530;119372;120815;119372;7,62M;0,0097
26/04/2021;120595;120534;121393;119860;7,10M;0,0005
27/04/2021;119388;120595;121012;119003;8,36M;-0,01
28/04/2021;121053;119392;121276;119392;9,08M;0,0139
29/04/2021;120066;121053;121498;119703;8,50M;-0,0082
30/04/2021;118894;120064;120125;118894;11,09M;-0,0098
03/05/2021;119209;118951;119904;118528;8,89M;0,0027
04/05/2021;117712;119209;119293;117631;8,77M;-0,0126
05/05/2021;119564;117725;119734;117725;9,06M;0,0157
06/05/2021;119921;119577;119966;119071;8,78M;0,003
07/05/2021;122038;119922;122038;119922;8,87M;0,0177
10/05/2021;121909;122038;122772;121795;8,22M;-0,0011
11/05/2021;122964;121904;122964;120145;7,99M;0,0087
12/05/2021;119710;122964;122964;119458;9,41M;-0,0265
13/05/2021;120706;119711;121426;119711;9,36M;0,0083
14/05/2021;121881;120719;122195;120719;10,14M;0,0097
17/05/2021;122938;121880;123074;121680;7,41M;0,0087
18/05/2021;122980;122937;123544;122550;7,84M;0,0003
19/05/2021;122636;122976;123013;121595;8,83M;-0,0028
20/05/2021;122701;122636;122734;122136;7,91M;0,0005
21/05/2021;122592;122701;122799;121760;9,49M;-0,0009
24/05/2021;124032;122592;124167;122526;8,19M;0,0117
25/05/2021;122988;124032;124696;122701;8,91M;-0,0084
26/05/2021;123989;122988;124256;122988;8,26M;0,0081
27/05/2021;124367;123989;124537;123470;13,14M;0,003
28/05/2021;125561;124367;125698;124284;8,85M;0,0096
31/05/2021;126216;125561;126216;125540;5,95M;0,0052
01/06/2021;128267;126218;128363;126218;12,50M;0,0163
02/06/2021;129601;128268;129601;128167;12,78M;0,0104
04/06/2021;130126;129600;130137;129148;9,81M;0,004
07/06/2021;130776;130125;131190;129498;9,66M;0,005
08/06/2021;129787;130776;130776;129230;10,35M;-0,0076
09/06/2021;129907;129800;130882;129281;9,84M;0,0009
10/06/2021;130076;129911;130527;129526;8,53M;0,0013
11/06/2021;129441;130076;130294;128678;7,75M;-0,0049
14/06/2021;130208;129441;131084;129441;8,16M;0,0059
15/06/2021;130091;130208;130436;129304;7,21M;-0,0009
16/06/2021;129259;130091;130283;128345;12,88M;-0,0064
17/06/2021;128057;129259;129919;127576;9,66M;-0,0093
18/06/2021;128405;128050;128796;127595;12,43M;0,0027
21/06/2021;129265;128405;129412;128048;7,33M;0,0067
22/06/2021;128767;129242;129259;127803;9,33M;-0,0038
23/06/2021;128428;128769;129901;128182;7,99M;-0,0026
24/06/2021;129514;128433;129541;128428;7,24M;0,0085
25/06/2021;127256;129513;129748;126697;9,36M;-0,0174
28/06/2021;127429;127255;128067;126629;8,16M;0,0014
29/06/2021;127327;127429;127507;126184;7,78M;-0,0008
30/06/2021;126802;127323;127323;126199;9,10M;-0,0041
01/07/2021;125666;126802;127204;124994;9,29M;-0,009
02/07/2021;127622;125667;127672;125667;7,43M;0,0156
05/07/2021;126920;127622;127633;126531;5,26M;-0,0055
06/07/2021;125095;126919;126919;124866;7,65M;-0,0144
07/07/2021;127019;125096;127249;125094;8,15M;0,0154
08/07/2021;125428;127013;127013;124310;8,88M;-0,0125
12/07/2021;127594;125428;127782;125428;7,42M;0,0173
13/07/2021;128168;127594;128420;126441;7,15M;0,0045
14/07/2021;128407;128169;129620;128085;9,21M;0,0019
15/07/2021;127468;128407;128976;126922;7,42M;-0,0073
16/07/2021;125960;127468;128010;125808;7,36M;-0,0118
19/07/2021;124395;125958;125958;123317;9,21M;-0,0124
20/07/2021;125401;124395;125631;123631;7,63M;0,0081
21/07/2021;125929;125404;126112;125247;7,15M;0,0042
22/07/2021;126147;125930;126428;125416;6,48M;0,0017
23/07/2021;125053;126140;126204;124422;6,05M;-0,0087
26/07/2021;126004;125058;126214;125006;6,33M;0,0076
27/07/2021;124612;126004;126026;123670;7,31M;-0,011
28/07/2021;126286;124615;126712;124542;9,04M;0,0134
29/07/2021;125675;126285;126476;124917;7,49M;-0,0048
30/07/2021;121801;125672;125673;121748;9,40M;-0,0308
02/08/2021;122516;121803;124536;121797;8,57M;0,0059
03/08/2021;123577;122516;123765;120807;9,39M;0,0087
04/08/2021;121801;123577;123587;121072;9,16M;-0,0144
05/08/2021;121633;121801;123541;121128;10,91M;-0,0014
06/08/2021;122810;121633;123287;121568;7,50M;0,0097
09/08/2021;123019;122809;123597;122258;7,17M;0,0017
10/08/2021;122202;123021;123513;122061;8,30M;-0,0066
11/08/2021;122056;122203;122756;120827;8,69M;-0,0012
12/08/2021;120701;122056;122095;120534;11,07M;-0,0111
13/08/2021;121194;120701;121275;120045;10,64M;0,0041
16/08/2021;119180;121191;121191;118684;9,74M;-0,0166
17/08/2021;117904;119179;119179;116248;11,22M;-0,0107
18/08/2021;116643;117904;118739;116489;11,75M;-0,0107
19/08/2021;117165;116641;117453;114801;10,52M;0,0045
20/08/2021;118053;117163;118308;116040;8,93M;0,0076
23/08/2021;117472;118053;118445;117062;7,85M;-0,0049
24/08/2021;120211;117474;120463;117474;9,18M;0,0233
25/08/2021;120818;120210;120818;119226;7,52M;0,005
26/08/2021;118724;120817;120833;118719;8,43M;-0,0173
27/08/2021;120678;118725;120678;118721;7,32M;0,0165
30/08/2021;119740;120677;120684;119354;6,39M;-0,0078
31/08/2021;118781;119738;120157;117911;11,54M;-0,008
01/09/2021;119396;118793;119942;118067;9,52M;0,0052
02/09/2021;116677;119394;119397;116534;9,86M;-0,0228
03/09/2021;116933;116679;117396;115583;12,52M;0,0022
06/09/2021;117869;116926;117981;116156;5,11M;0,008
08/09/2021;113413;117866;117866;113172;12,32M;-0,0378
09/09/2021;115361;113413;116354;112435;13,89M;0,0172
10/09/2021;114286;115370;116896;114286;11,16M;-0,0093
13/09/2021;116404;114300;117046;114300;9,25M;0,0185
14/09/2021;116181;116405;117270;115809;9,03M;-0,0019
15/09/2021;115063;116191;116312;114741;9,46M;-0,0096
16/09/2021;113794;115062;115062;113395;10,69M;-0,011
17/09/2021;111439;113794;113794;111157;14,83M;-0,0207
20/09/2021;108844;111435;111435;107520;11,50M;-0,0233
21/09/2021;110250;108859;110923;108859;11,25M;0,0129
22/09/2021;112282;110252;113321;110251;12,16M;0,0184
23/09/2021;114064;112282;114330;112281;11,48M;0,0159
24/09/2021;113283;114062;114062;112505;9,12M;-0,0069
27/09/2021;113583;113283;114432;112360;10,74M;0,0027
28/09/2021;110124;113584;113584;109981;13,19M;-0,0305
29/09/2021;111107;110125;112028;110125;11,37M;0,0089
30/09/2021;110979;111117;112371;110743;13,16M;-0,0011
01/10/2021;112900;110980;113020;110980;10,78M;0,0173
04/10/2021;110393;112900;112900;109979;11,81M;-0,0222
05/10/2021;110458;110397;111691;110087;10,38M;0,0006
06/10/2021;110560;110454;110614;108180;13,28M;0,0009
07/10/2021;110585;110563;111522;110563;10,65M;0,0002
08/10/2021;112833;110586;114172;110586;12,87M;0,0203
11/10/2021;112180;112834;113982;112052;10,28M;-0,0058
13/10/2021;113456;112180;114159;111807;11,73M;0,0114
14/10/2021;113185;113457;113881;112708;8,96M;-0,0024
15/10/2021;114648;113189;114776;113049;11,17M;0,0129
18/10/2021;114428;114647;114927;112841;11,20M;-0,0019
19/10/2021;110673;114422;114422;109947;14,13M;-0,0328
20/10/2021;110786;110677;112023;110176;11,74M;0,001
21/10/2021;107735;110767;110767;105714;16,51M;-0,0275
22/10/2021;106296;107714;107749;102854;21,17M;-0,0134
25/10/2021;108715;106298;109372;106296;11,51M;0,0228
26/10/2021;106420;108713;108713;106321;10,76M;-0,0211
27/10/2021;106363;106433;108224;106045;10,83M;-0,0005
28/10/2021;105705;106369;107210;105282;11,50M;-0,0062
29/10/2021;103501;105707;105954;103430;12,60M;-0,0209
01/11/2021;105551;103514;106136;103514;10,73M;0,0198
03/11/2021;105617;105547;106754;104205;14,70M;0,0006
04/11/2021;103412;105617;105627;102835;12,08M;-0,0209
05/11/2021;104824;103412;105555;103412;12,59M;0,0137
08/11/2021;104781;104824;105679;104182;9,36M;-0,0004
09/11/2021;105535;104783;106674;104783;11,02M;0,0072
10/11/2021;105968;105535;107407;105140;12,28M;0,0041
11/11/2021;107595;105988;108669;105988;12,66M;0,0154
12/11/2021;106335;107576;107915;105842;13,25M;-0,0117
16/11/2021;104404;106336;106971;104113;11,58M;-0,0182
17/11/2021;102948;104405;105535;102551;12,83M;-0,0139
18/11/2021;102426;102948;103757;102014;10,91M;-0,0051
19/11/2021;103035;102426;103975;102143;11,10M;0,0059
22/11/2021;102122;103036;104613;102122;10,41M;-0,0089
23/11/2021;103654;102124;103841;101736;13,03M;0,015
24/11/2021;104514;103652;105041;102464;10,47M;0,0083
25/11/2021;105811;104514;106400;104514;7,89M;0,0124
26/11/2021;102224;105810;105810;101495;10,97M;-0,0339
29/11/2021;102814;102227;104149;102226;10,28M;0,0058
30/11/2021;101915;102814;103066;100075;18,20M;-0,0087
01/12/2021;100775;101916;104087;100727;13,76M;-0,0112
02/12/2021;104466;100785;104466;100785;14,85M;0,0366
03/12/2021;105070;104467;106814;104090;14,58M;0,0058
06/12/2021;106859;105070;107498;105070;11,13M;0,017
07/12/2021;107558;106868;108655;106868;11,77M;0,0065
08/12/2021;108096;107558;108521;107309;13,17M;0,005
09/12/2021;106291;108095;108095;105890;11,08M;-0,0167
10/12/2021;107758;106296;108275;106296;10,47M;0,0138
13/12/2021;107383;107758;109493;107383;12,51M;-0,0035
14/12/2021;106760;107387;109148;106445;11,60M;-0,0058
15/12/2021;107431;106763;107603;105697;12,66M;0,0063
16/12/2021;108326;107433;109034;107433;13,75M;0,0083
17/12/2021;107201;108324;108324;106518;14,93M;-0,0104
20/12/2021;105020;107171;107171;104358;10,57M;-0,0203
21/12/2021;105500;105020;105906;105020;9,04M;0,0046
22/12/2021;105244;105499;105711;104386;8,05M;-0,0024
23/12/2021;104891;105251;105453;104637;7,28M;-0,0033
27/12/2021;105554;104892;105694;104798;7,59M;0,0063
28/12/2021;104864;105555;105652;104503;7,51M;-0,0065
29/12/2021;104107;104863;105190;103851;6,59M;-0,0072
30/12/2021;104822;104106;105269;104106;11,14M;0,0069
03/01/2022;103922;104823;106125;103413;11,13M;-0,0086
04/01/2022;103514;103922;104276;103096;11,49M;-0,0039
05/01/2022;101006;103514;103514;100850;12,88M;-0,0242
06/01/2022;101561;101006;102235;101000;11,75M;0,0055
07/01/2022;102719;101561;102719;101104;11,73M;0,0114
10/01/2022;101945;102719;102719;101038;10,26M;-0,0075
11/01/2022;103779;101946;103780;101918;12,42M;0,018
12/01/2022;105686;103779;105869;103771;13,03M;0,0184
13/01/2022;105530;105686;106251;104974;11,71M;-0,0015
14/01/2022;106928;105530;107062;105028;11,46M;0,0133
17/01/2022;106374;106927;106928;106097;6,92M;-0,0052
18/01/2022;106668;106369;107013;105786;11,22M;0,0028
19/01/2022;108013;106670;108602;106669;12,60M;0,0126
20/01/2022;109102;108015;109873;108015;13,63M;0,0101
21/01/2022;108942;109097;109786;108368;13,41M;-0,0015
24/01/2022;107937;108941;108948;106624;12,70M;-0,0092
25/01/2022;110204;107935;110711;107185;13,71M;0,021
26/01/2022;111289;110207;112695;110204;15,51M;0,0098
27/01/2022;112612;111303;113057;111303;14,81M;0,0119
28/01/2022;111910;112611;112969;111407;13,52M;-0,0062
31/01/2022;112144;111910;112678;111195;12,19M;0,0021
01/02/2022;113228;112143;113302;112135;11,13M;0,0097
02/02/2022;111894;113228;113666;111645;11,75M;-0,0118
03/02/2022;111696;111897;112502;111225;11,04M;-0,0018
04/02/2022;112245;111696;112415;110321;11,46M;0,0049
07/02/2022;111996;112247;112517;111490;10,67M;-0,0022
08/02/2022;112234;111995;112251;110943;10,16M;0,0021
09/02/2022;112461;112233;113163;111710;13,79M;0,002
10/02/2022;113368;112462;113812;112163;13,27M;0,0081
11/02/2022;113572;113368;114899;113128;18,60M;0,0018
14/02/2022;113899;113643;114167;113358;10,76M;0,0029
15/02/2022;114828;113905;114828;113882;11,65M;0,0082
16/02/2022;115181;114830;115734;114816;12,05M;0,0031
17/02/2022;113528;115181;115214;113389;10,81M;-0,0143
18/02/2022;112880;113534;114213;112701;11,30M;-0,0057
21/02/2022;111725;112880;113405;111608;7,86M;-0,0102
22/02/2022;112892;111727;113315;111727;12,71M;0,0104
23/02/2022;112008;112892;113721;111748;12,12M;-0,0078
24/02/2022;111592;112001;112001;109125;16,79M;-0,0037
25/02/2022;113142;111591;113142;110673;17,56M;0,0139
02/03/2022;115174;113143;115429;113143;10,70M;0,018
03/03/2022;115166;115173;115948;115010;12,12M;-0,0001
04/03/2022;114474;115166;115166;113389;10,72M;-0,006
07/03/2022;111593;114469;114529;111140;14,06M;-0,0252
08/03/2022;111203;111594;112390;110969;15,70M;-0,0035
09/03/2022;113900;111210;114051;111207;14,71M;0,0243
10/03/2022;113663;113900;113939;111889;12,98M;-0,0021
11/03/2022;111713;113664;114627;111332;12,48M;-0,0172
14/03/2022;109928;111716;112299;109717;10,48M;-0,016
15/03/2022;108959;109925;109925;107781;13,65M;-0,0088
16/03/2022;111112;108958;111183;108958;13,21M;0,0198
17/03/2022;113076;111113;113088;111070;14,41M;0,0177
18/03/2022;115311;113076;115311;112475;19,55M;0,0198
21/03/2022;116155;115307;116360;115208;10,38M;0,0073
22/03/2022;117272;116157;117541;116157;11,38M;0,0096
23/03/2022;117457;117270;118270;117036;11,08M;0,0016
24/03/2022;119053;117460;119256;117151;13,47M;0,0136
25/03/2022;119081;119062;119729;118548;13,81M;0,0002
28/03/2022;118738;119082;119444;118061;9,17M;-0,0029
29/03/2022;120014;118740;120900;118740;12,93M;0,0107
30/03/2022;120260;120013;120531;119775;10,89M;0,002
31/03/2022;119999;120261;120880;119999;11,20M;-0,0022
01/04/2022;121570;120001;121579;120001;13,78M;0,0131
04/04/2022;121280;121569;121570;120754;8,81M;-0,0024
05/04/2022;118885;121279;121628;118794;11,79M;-0,0197
06/04/2022;118228;118885;118885;116791;13,41M;-0,0055
07/04/2022;118862;118226;119247;117509;11,52M;0,0054
08/04/2022;118322;118861;118868;117487;11,23M;-0,0045
11/04/2022;116953;118320;118320;116953;9,56M;-0,0116
12/04/2022;116147;116963;118615;116054;11,41M;-0,0069
13/04/2022;116782;116150;117329;116150;12,07M;0,0055
14/04/2022;116182;116781;116781;115624;10,37M;-0,0051
18/04/2022;115687;116182;116191;115177;8,40M;-0,0043
19/04/2022;115057;115687;115687;114277;10,54M;-0,0055
20/04/2022;114344;115057;115057;113945;10,75M;-0,0062
22/04/2022;111078;114343;114343;110591;10,88M;-0,0286
25/04/2022;110685;111077;111155;109222;11,10M;-0,0035
26/04/2022;108213;110684;110685;107978;11,75M;-0,0223
27/04/2022;109349;108214;110107;108214;11,52M;0,0105
28/04/2022;109919;109349;110702;108905;11,13M;0,0052
29/04/2022;107876;109922;111819;107876;13,66M;-0,0186
02/05/2022;106639;107876;107884;105218;11,94M;-0,0115
03/05/2022;106528;106640;107127;106033;9,94M;-0,001
04/05/2022;108344;106529;108382;104933;14,56M;0,017
05/05/2022;105304;108337;108337;103923;13,83M;-0,0281
06/05/2022;105135;105303;106268;103984;14,14M;-0,0016
09/05/2022;103250;105109;105109;102768;13,20M;-0,0179
10/05/2022;103110;103251;104286;102386;13,51M;-0,0014
11/05/2022;104397;103110;105374;103008;13,43M;0,0125
12/05/2022;105688;104395;105708;103579;14,00M;0,0124
13/05/2022;106924;105691;107773;105691;12,37M;0,0117
16/05/2022;108233;106925;108795;106852;10,60M;0,0122
17/05/2022;108789;108246;109774;108245;16,50M;0,0051
18/05/2022;106247;108788;108923;106038;14,75M;-0,0234
19/05/2022;107005;106249;107420;105760;11,43M;0,0071
20/05/2022;108488;107056;108795;107056;12,87M;0,0139
23/05/2022;110346;108500;110680;108500;10,69M;0,0171
24/05/2022;110581;110340;110635;108399;11,72M;0,0021
25/05/2022;110580;110580;111006;109699;10,74M;0
26/05/2022;111890;110577;112102;110388;13,08M;0,0118
27/05/2022;111942;111890;112441;111558;9,98M;0,0005
30/05/2022;111032;111944;112690;110655;7,28M;-0,0081
31/05/2022;111351;111036;111903;110685;15,81M;0,0029
01/06/2022;111360;111351;111931;110822;9,79M;0,0001
02/06/2022;112393;111363;112709;111218;10,05M;0,0093
03/06/2022;111102;112392;112392;110935;8,76M;-0,0115
06/06/2022;110186;111102;111935;110015;8,21M;-0,0082
07/06/2022;110070;110185;110435;109394;9,47M;-0,0011
08/06/2022;108368;110067;110142;108045;10,38M;-0,0155
09/06/2022;107094;108367;108510;107068;11,96M;-0,0118
10/06/2022;105481;107091;107092;104648;12,84M;-0,0151
13/06/2022;102598;105476;105478;101700;13,84M;-0,0273
14/06/2022;102063;102598;103328;101325;11,56M;-0,0052
15/06/2022;102807;102068;103952;102046;16,02M;0,0073
17/06/2022;99825;102800;102801;98402;18,93M;-0,029
20/06/2022;99853;99824;100481;98409;10,90M;0,0003
21/06/2022;99685;99854;101069;99167;11,07M;-0,0017
22/06/2022;99522;99678;100374;98050;11,68M;-0,0016
23/06/2022;98080;99523;100232;97775;12,41M;-0,0145
24/06/2022;98672;98081;99313;98031;10,35M;0,006
27/06/2022;100764;98673;101106;98672;9,90M;0,0212
28/06/2022;100591;100766;102237;99956;10,49M;-0,0017
29/06/2022;99622;100592;101313;99218;10,45M;-0,0096
30/06/2022;98542;99619;99619;97758;14,59M;-0,0108
01/07/2022;98954;98542;99340;97231;11,61M;0,0042
04/07/2022;98609;98952;99353;98264;6,28M;-0,0035
05/07/2022;98295;98608;98608;96499;13,36M;-0,0032
06/07/2022;98719;98294;99141;97423;13,35M;0,0043
07/07/2022;100730;98722;101420;98722;12,70M;0,0204
08/07/2022;100289;100732;101577;99958;9,73M;-0,0044
11/07/2022;98212;100282;100282;97854;8,89M;-0,0207
12/07/2022;98271;98212;98737;97253;12,57M;0,0006
13/07/2022;97881;98258;98928;97403;12,21M;-0,004
14/07/2022;96121;97879;97879;95431;12,58M;-0,018
15/07/2022;96551;96119;96971;95267;11,35M;0,0045
18/07/2022;96916;96553;98291;96553;10,74M;0,0038
19/07/2022;98245;96920;98346;96917;10,30M;0,0137
20/07/2022;98287;98244;98366;97277;12,94M;0,0004
21/07/2022;99033;98286;99057;97088;10,06M;0,0076
22/07/2022;98925;99034;99724;98321;10,03M;-0,0011
25/07/2022;100270;98926;100508;98925;8,62M;0,0136
26/07/2022;99772;100270;100753;99365;9,14M;-0,005
27/07/2022;101438;99773;101471;99772;10,26M;0,0167
28/07/2022;102597;101437;102686;101045;11,13M;0,0114
29/07/2022;103165;102597;103989;102514;12,93M;0,0055
01/08/2022;102225;103165;103317;101764;11,63M;-0,0091
02/08/2022;103362;102225;103660;101694;10,12M;0,0111
03/08/2022;103775;103362;103878;102822;12,38M;0,004
04/08/2022;105892;103777;106162;103777;15,50M;0,0204
05/08/2022;106472;105893;107176;105518;12,95M;0,0055
08/08/2022;108402;106473;108489;106473;12,67M;0,0181
09/08/2022;108651;108403;109331;107842;12,15M;0,0023
10/08/2022;110236;108658;110362;108657;13,38M;0,0146
11/08/2022;109718;110236;111310;109604;14,94M;-0,0047
12/08/2022;112764;109718;112764;109718;18,70M;0,0278
15/08/2022;113032;112767;113214;111067;15,55M;0,0024
16/08/2022;113512;113034;113626;112690;12,99M;0,0043
17/08/2022;113708;113508;114146;112483;14,65M;0,0017
18/08/2022;113813;113708;114375;113304;10,64M;0,0009
19/08/2022;111496;113807;113807;111146;12,68M;-0,0204
22/08/2022;110501;111487;111487;109858;11,01M;-0,0089
23/08/2022;112857;110504;112965;110503;11,89M;0,0213
24/08/2022;112898;112856;113888;112632;13,76M;0,0004
25/08/2022;113532;112898;114156;112768;11,84M;0,0056
26/08/2022;112299;113533;114091;111978;11,16M;-0,0109
29/08/2022;112323;112296;113222;111689;9,80M;0,0002
30/08/2022;110431;112323;112869;110103;11,94M;-0,0168
31/08/2022;109523;110431;111364;109523;14,79M;-0,0082
01/09/2022;110405;109524;110405;108217;14,48M;0,0081
02/09/2022;110864;110409;112264;110409;16,69M;0,0042
05/09/2022;112203;110868;112671;110865;9,52M;0,0121
06/09/2022;109764;112203;112203;109348;14,30M;-0,0217
08/09/2022;109916;109771;110768;108619;13,76M;0,0014
09/09/2022;112300;109922;112540;109922;12,16M;0,0217
12/09/2022;113407;112307;114160;112305;11,71M;0,0098
13/09/2022;110794;113398;113400;110522;12,61M;-0,023
14/09/2022;110547;110794;111504;110118;11,63M;-0,0022
15/09/2022;109954;110547;111100;109524;11,62M;-0,0054
16/09/2022;109280;109951;109952;108489;18,84M;-0,0061
19/09/2022;111824;109283;111976;108508;12,59M;0,0233
20/09/2022;112517;111824;112544;111393;12,57M;0,0062
21/09/2022;111936;112517;113294;111380;14,73M;-0,0052
22/09/2022;114070;111942;114392;111819;15,68M;0,0191
23/09/2022;111716;114070;114070;110732;13,54M;-0,0206
26/09/2022;109114;111713;111713;109022;13,13M;-0,0233
27/09/2022;108376;109122;110161;108120;14,52M;-0,0068
28/09/2022;108451;108377;108970;107914;13,54M;0,0007
29/09/2022;107664;108449;108449;106244;14,59M;-0,0073
30/09/2022;110037;107664;110502;107315;16,54M;0,022
03/10/2022;116134;110048;116134;110048;20,98M;0,0554
04/10/2022;116230;116147;118280;115837;16,08M;0,0008
05/10/2022;117198;116231;117514;115906;13,56M;0,0083
06/10/2022;117561;117200;118382;117144;14,52M;0,0031
07/10/2022;116375;117560;117960;115924;13,62M;-0,0101
10/10/2022;115941;116377;116841;115261;11,43M;-0,0037
11/10/2022;114827;115928;115928;114297;13,14M;-0,0096
13/10/2022;114300;114819;115367;112690;14,58M;-0,0046
14/10/2022;112072;114301;114712;111631;13,10M;-0,0195
17/10/2022;113624;112107;114406;112090;11,63M;0,0138
18/10/2022;115743;113627;115795;113627;14,74M;0,0187
19/10/2022;116274;115744;116459;115264;12,73M;0,0046
20/10/2022;117171;116276;117367;116276;16,92M;0,0077
21/10/2022;119929;117170;120752;116736;18,58M;0,0235
24/10/2022;116013;119922;119924;115793;13,28M;-0,0327
25/10/2022;114626;116016;116203;114626;14,73M;-0,012
26/10/2022;112764;114626;114626;112577;16,09M;-0,0162
27/10/2022;114641;112766;116236;112765;15,53M;0,0166
28/10/2022;114539;114636;114712;113336;14,39M;-0,0009
31/10/2022;116037;114533;116763;112113;21,64M;0,0131
01/11/2022;116929;116037;118261;115547;17,97M;0,0077
03/11/2022;116896;116927;117373;114485;15,63M;-0,0003
04/11/2022;118155;116907;120039;116904;16,21M;0,0108
07/11/2022;115342;118148;118240;115221;15,22M;-0,0238
08/11/2022;116160;115340;117072;114688;14,24M;0,0071
09/11/2022;113580;116153;116183;113110;20,53M;-0,0222
10/11/2022;109775;113579;113579;108516;26,03M;-0,0335
11/11/2022;112253;109775;113010;109408;25,04M;0,0226
14/11/2022;113161;112256;114322;111930;15,08M;0,0081
